nameFirst,nameLast,birthYear,birthCountry,deathYear,deathCountry
George,Susce,1907,USA,1986,USA
Jim,Hart,1855,USA,1919,USA
Al,Lopez,1908,USA,2005,USA
Joe,Gibbon,1935,USA,2019,USA
Bill,Butler,1858,USA,1895,USA
Connie,Walsh,1882,USA,1953,USA
Fred,House,1890,USA,1923,USA
Chad,Beck,1985,USA,,
Jose,Diaz,1980,D.R.,,
Jack,Sanford,1929,USA,2000,USA
Tom,Hall,1947,USA,,
Henry,Owens,1992,USA,,
John,Lamb,1990,USA,,
Shane,Greene,1988,USA,,
Danny,Boone,1954,USA,,
Roscoe,Miller,1876,USA,1913,USA
Charlie,Sullivan,1903,USA,1935,USA
Frank,Miller,1886,USA,1974,USA
Harold,Ramirez,1994,Colombia,,
Luis,Garcia,1975,D.R.,,
Bill,Southworth,1945,USA,,
Dave,Bartosch,1917,USA,2006,USA
Butch,Davis,1958,USA,,
Addison,Russell,1994,USA,,
Fred,Miller,1886,USA,1953,USA
Jocko,Milligan,1861,USA,1923,USA
Chris,Lindsay,1878,USA,1941,USA
Freddy,Garcia,1972,D.R.,,
Ralph,Milliard,1973,Curacao,,
Jack,Robinson,1880,USA,1921,USA
Bart,Evans,1970,USA,,
Matt,Williams,1971,USA,,
Charlie,Young,1893,USA,1952,USA
Abbie,Johnson,1871,CAN,1960,USA
Sherman,Jones,1935,USA,2007,USA
Jack,Hardy,1877,USA,1921,USA
Don,McMahon,1930,USA,1987,USA
Josh,Billings,1891,USA,1981,USA
Bill,Johnson,1892,USA,1950,USA
John,Gillespie,1862,USA,1926,USA
Heinie,Beckendorf,1884,USA,1949,USA
John,Doherty,1967,USA,,
Cozy,Dolan,1882,USA,1958,USA
Tommy,Cruz,1951,P.R.,,
Bob,Malloy,1964,USA,,
Joe,Kelley,1871,USA,1943,USA
Frank,Baker,1946,USA,,
Bob,Sadowski,1938,USA,2018,USA
Dick,Egan,1884,USA,1947,USA
Ben,Johnson,1931,USA,2020,USA
Chris,McFarland,1861,USA,1918,USA
John,Kenney,1844,USA,1893,USA
Brian,Hunter,1971,USA,,
Joe,McCarthy,1881,USA,1937,USA
Buck,Ross,1915,USA,1978,USA
Jarrett,Parker,1989,USA,,
Ed,Miller,,USA,,
Don,Leppert,1930,USA,2021,USA
Josh,Clarke,1879,USA,1962,USA
Hernan,Perez,1991,Venezuela,,
Johnny,Riddle,1905,USA,1998,USA
Jim,Johnson,1945,USA,1987,USA
Darwinzon,Hernandez,1996,Venezuela,,
Jimmy,Hart,1875,USA,1926,USA
Charlie,Harris,1877,USA,1963,USA
Jon,Edwards,1988,USA,,
Pete,O'Brien,1877,USA,1917,USA
Jim,Clark,1947,USA,2019,USA
Bob,Allen,1937,USA,,
Roland,Howell,1892,USA,1973,USA
John,Coleman,1860,USA,1915,USA
Ed,Murphy,1918,USA,1991,USA
Lefty,Gomez,1908,USA,1989,USA
Danny,Ortiz,1990,P.R.,,
Mickey,Heath,1903,USA,1986,USA
Deacon,Phillippe,1872,USA,1952,USA
Bill,Campbell,1948,USA,,
Fred,Waterman,1845,USA,1899,USA
Ray,Moore,1926,USA,1995,USA
Freddy,Garcia,1976,Venezuela,,
Steve,Ontiveros,1951,USA,,
Earle,Brucker,1901,USA,1981,USA
Tommy,Greene,1967,USA,,
Tom,Griffin,1948,USA,,
Jim,Riley,1886,USA,1949,USA
John,Davis,1963,USA,,
Bill,Henry,1927,USA,2014,USA
Carmelo,Martinez,1960,P.R.,,
Homer,Hillebrand,1879,USA,1974,USA
Damian,Miller,1969,USA,,
Ricky,Jones,1958,USA,,
John,Black,1890,USA,1962,USA
Todd,Pratt,1967,USA,,
Joe,Torre,1940,USA,,
Dariel,Alvarez,1988,Cuba,,
Chuck,Taylor,1942,USA,2018,USA
Devon,White,1962,Jamaica,,
Francisco,Cordero,1975,D.R.,,
Chile,Gomez,1909,Mexico,1992,Mexico
Jim,Johnson,1983,USA,,
Jose,Alvarado,1995,Venezuela,,
Joe,Price,1897,USA,1961,USA
Joe,Pettini,1955,USA,,
Drew,Anderson,1994,USA,,
Jumbo,Diaz,1984,D.R.,,
Matt,Smith,1979,USA,,
Carlos,Hernandez,1975,Venezuela,,
Chih-Wei,Hu,1993,Taiwan,,
Ronny,Cedeno,1983,Venezuela,,
John,Andre,1923,USA,1976,USA
Dave,Howard,1889,USA,1956,USA
Robert,Perez,1969,Venezuela,,
Jose,Hernandez,1969,P.R.,,
Jordan,Zimmerman,1975,CAN,,
Mike,Johnson,1951,USA,,
Mitch,Williams,1964,USA,,
John,Connor,1861,USA,1905,USA
Ed,Smith,1879,USA,1956,USA
Bill,Hall,1928,USA,1986,USA
Lew,Brown,1858,USA,1889,USA
Paul,Gilliford,1945,USA,,
Jeff,Robinson,1961,USA,2014,USA
Fred,Schulte,1901,USA,1983,USA
John,Smith,1906,USA,1982,USA
Jack,Schulte,1881,USA,1975,USA
Joe,McDonald,1888,USA,1963,USA
Javier,Lopez,1977,P.R.,,
Henry,Rodriguez,1990,Venezuela,,
Cliff,Lee,1978,USA,,
Dolph,Camilli,1907,USA,1997,USA
Mike,Jones,1865,CAN,1894,CAN
Bryan,Price,1962,USA,,
Yoel,Hernandez,1980,Venezuela,,
Tom,Browning,1960,USA,,
Ralph,Miller,1873,USA,1973,USA
Boog,Powell,1941,USA,,
Earle,Brucker,1925,USA,2009,USA
John,Donaldson,1943,USA,,
Andres,Machado,1993,Venezuela,,
John,Mullin,1856,USA,1909,USA
Joe,Smith,1984,USA,,
Denny,Sullivan,1858,USA,1925,USA
Joe,Houser,1891,USA,1953,USA
Ed,Lennox,1883,USA,1939,USA
Carmelo,Castillo,1958,D.R.,2015,D.R.
Tom,Jones,1874,USA,1923,USA
Carlos,Martinez,1965,Venezuela,2006,Venezuela
Elmer,Johnson,1884,USA,1966,USA
Jimmie,Hall,1938,USA,,
Fred,Smith,1891,USA,1961,USA
Jack,Reed,1933,USA,,
Billy,Butler,1986,USA,,
Charlie,Blackburn,1895,USA,1984,USA
Taylor,Guerrieri,1992,USA,,
Corbin,Martin,1995,USA,,
Charlie,Johnson,1885,USA,1940,USA
Happy,Finneran,1890,USA,1942,USA
Carr,Smith,1901,USA,1989,USA
Jim,McDonnell,1922,USA,1993,USA
David,Fletcher,1994,USA,,
Jose,Santiago,1940,P.R.,,
Tony,Johnson,1956,USA,,
Germany,Smith,1859,USA,1927,USA
Joe,Jimenez,1995,P.R.,,
Randy,Brown,1943,USA,1998,USA
Johnny,Grabowski,1900,USA,1946,USA
Terry,Kennedy,1956,USA,,
Fred,Howard,1956,USA,,
Wade,Miller,1976,USA,,
Bob,Davis,1952,USA,,
Dennis,Driscoll,1862,USA,1901,USA
Jack,Fox,1880,USA,1923,USA
Luis,Gonzalez,1967,USA,,
Buz,Phillips,1904,USA,1964,USA
John,Carden,1921,USA,1949,USA
Rosell,Herrera,1992,D.R.,,
Doc,Miller,1883,CAN,1938,USA
Edgar,Smith,1862,USA,1892,USA
Chito,Martinez,1965,Belize,,
Chris,George,1979,USA,,
Joe,Connor,1874,USA,1957,USA
Jim,Grant,1894,USA,1985,USA
Barry,Moore,1943,USA,,
Colin,Walsh,1989,USA,,
Cherokee,Fisher,1844,USA,1912,USA
Mark,Clark,1968,USA,,
Johnnie,Williams,1889,USA,1963,USA
Duane,Richards,1936,USA,,
Tony,Armas,1978,Venezuela,,
Augie,Walsh,1904,USA,1985,USA
Mike,Chris,1957,USA,,
Bill,Swift,1908,USA,1969,USA
Chuck,Ward,1894,USA,1969,USA
Chink,Zachary,1914,USA,2006,USA
Manny,Alexander,1971,D.R.,,
Warren,Hacker,1924,USA,2002,USA
Rich,Robertson,1944,USA,,
Marty,Barrett,1958,USA,,
Fred,Johnson,1894,USA,1973,USA
John,Davis,1915,USA,2002,USA
Dave,May,1943,USA,2012,USA
Chris,Martin,1986,USA,,
Harry,McCluskey,1892,USA,1962,USA
Marco,Gonzales,1992,USA,,
Bill,McCarthy,1886,USA,1928,USA
Les,Burke,1902,USA,1975,USA
Paul,Campbell,1917,USA,2006,USA
Jay,Powell,1972,USA,,
Tom,Murphy,1991,USA,,
Jake,Reed,1992,USA,,
Brad,Snyder,1982,USA,,
Jerry,Browne,1966,V.I.,,
Dwight,Smith,1963,USA,,
Ross,Reynolds,1887,USA,1970,USA
Chris,George,1966,USA,,
Austin,Walsh,1891,USA,1955,USA
Harry,Anderson,1931,USA,1998,USA
Frankie,Kelleher,1916,USA,1979,USA
Fred,Osborn,1883,USA,1954,USA
Bill,Cox,1913,USA,1988,USA
Joe,Hudson,1970,USA,,
Ron,Clark,1943,USA,,
Reggie,Smith,1945,USA,,
Derrick,Robinson,1987,USA,,
Joe,Gilbert,1952,USA,,
Chauncey,Fisher,1872,USA,1939,USA
Mack,Jones,1938,USA,2004,USA
Bill,Bishop,1900,USA,1956,USA
Dick,Davis,1953,USA,,
Mickey,Brantley,1961,USA,,
Edgar,Diaz,1964,P.R.,,
Bill,Moore,1960,USA,,
Dan,Meyer,1952,USA,,
John,Kelleher,1893,USA,1960,USA
Joe,Becker,1908,USA,1998,USA
Jose,Fernandez,1974,D.R.,,
Jack,Boyle,1889,USA,1971,USA
Tim,Raines,1979,USA,,
Orth,Collins,1880,USA,1949,USA
Bucky,Jacobsen,1975,USA,,
Bill,Phillips,1868,USA,1941,USA
Ricky,Jordan,1965,USA,,
Josh,Hamilton,1981,USA,,
Danny,Mahoney,1888,USA,1960,USA
John,Barrett,,USA,,
Ron,Johnson,1956,USA,2021,USA
Steve,Lombardozzi,1960,USA,,
Parke,Wilson,1867,USA,1934,USA
David,Howard,1967,USA,,
Dan,Long,1867,USA,1929,USA
Jack,Harper,1878,USA,1950,USA
Bob,Clark,1863,USA,1919,USA
Joe,Wyatt,1900,USA,1970,USA
Jeremy,Walker,1995,USA,,
Joel,Johnston,1967,USA,,
Dale,Murray,1950,USA,,
Dan,Wright,1977,USA,,
Charlie,White,1927,USA,1998,USA
Tom,Johnson,1951,USA,,
Del,Young,1885,USA,1959,USA
Jim,Nelson,1947,USA,2004,USA
Doug,Johns,1967,USA,,
Lastings,Milledge,1985,USA,,
Jack,Hardy,1959,USA,,
Jake,Miller,1898,USA,1975,USA
Joe,Abreu,1913,USA,1993,USA
Ray,Steineder,1894,USA,1982,USA
Christian,Garcia,1985,USA,,
David,Robertson,1985,USA,,
Mike,Marshall,1960,USA,,
John,Young,1949,USA,2016,USA
Dwight,Smith,1992,USA,,
Chico,Ruiz,1951,P.R.,,
Chris,Howard,1965,USA,,
Joel,Guzman,1984,D.R.,,
John,Callahan,1874,USA,1954,USA
Charlie,James,1937,USA,,
Doug,Smith,1892,USA,1973,USA
Stan,Partenheimer,1922,USA,1989,USA
Jayhawk,Owens,1969,USA,,
Walt,Masterson,1920,USA,2008,USA
Javier,Martinez,1977,P.R.,,
Willie,Smith,1967,USA,,
Jose,Castillo,1996,Venezuela,,
Royle,Stillman,1951,USA,,
Ronn,Reynolds,1958,USA,,
Tom,Long,1898,USA,1973,USA
George,Wright,1958,USA,,
Clete,Thomas,1983,USA,,
Tommy,Connolly,1870,United Kingdom,1961,USA
Tom,Foley,1959,USA,,
Jeff,Heathcock,1959,USA,,
Milt,Reed,1890,USA,1938,USA
Joe,Burke,1867,USA,1940,USA
Paul,Clemens,1988,USA,,
Bob,Harris,1915,USA,1989,USA
Bill,Hughes,1896,USA,1963,USA
Jose,De Leon,1992,P.R.,,
Jim,Robertson,1928,USA,2015,USA
Dave,Murphy,1876,USA,1940,USA
Daryl,Patterson,1943,USA,,
Bill,Hall,1894,USA,1947,USA
Mike,Jackson,1946,USA,,
Hank,Morrison,1866,USA,1927,USA
Jose,Rojas,1993,USA,,
Fred,Chapman,1916,USA,1997,USA
George,Dickerson,1892,USA,1938,USA
Bobo,Osborne,1935,USA,2011,USA
Torii,Hunter,1975,USA,,
Andrew,Young,1994,USA,,
John,Campbell,1907,USA,1995,USA
